File,Subject,Task,Run,Method,Rank,Rank_R1,Rank_R2,Original_Parameters,Compressed_Parameters,Compression_Ratio,Compression_Factor,Reconstruction_Error,Reconstruction_Error_Percent,Explained_Variance,Explained_Variance_Percent,Runtime_Seconds,Status
/home/master/MasterThesis/OPM-MEG MPS/data/preprocessed_rest_epochs/002/motor/run01_epochs.npz,002,motor,run01,TT,"(1, 15, 20, 1)",15,20,3068190,38115,0.9875773664603561,80.49822904,0.27678840328297755,27.678840328297756,0.9233881798080598,92.33881798080597,0.5433850509998592,Success
/home/master/MasterThesis/OPM-MEG MPS/data/preprocessed_rest_epochs/002/motor/run01_epochs.npz,002,motor,run01,TT,"(1, 20, 15, 1)",20,15,3068190,31475,0.9897415088374579,97.48022239872915,0.23171836926290101,23.17183693,0.9463065973461419,94.63065973461418,0.6595402389993978,Success
/home/master/MasterThesis/OPM-MEG MPS/data/preprocessed_rest_epochs/002/motor/run01_epochs.npz,002,motor,run01,TT,"(1, 20, 20, 1)",20,20,3068190,41480,0.9864806286442496,73.96793635486982,0.2274656000736117,22.74656000736117,0.9482594007831517,94.82594007831517,0.7253536099997291,Success
/home/master/MasterThesis/OPM-MEG MPS/data/preprocessed_rest_epochs/002/motor/run02_epochs.npz,002,motor,run02,TT,"(1, 3, 3, 1)",3,3,2942100,4683,0.9984082798001428,628.2511210762332,0.5584276053073558,55.84276053073558,0.6881586096306922,68.81586096306921,0.3954102219995548,Success
/home/master/MasterThesis/OPM-MEG MPS/data/preprocessed_rest_epochs/002/motor/run02_epochs.npz,002,motor,run02,TT,"(1, 3, 5, 1)",3,5,2942100,7665,0.9973947180585296,383.83561643835617,0.5335192111757665,53.35192111757665,0.7153572513063877,71.53572513063877,0.41853955000078713,Success
/home/master/MasterThesis/OPM-MEG MPS/data/preprocessed_rest_epochs/002/motor/run02_epochs.npz,002,motor,run02,TT,"(1, 5, 3, 1)",5,3,2942100,5003,0.9982995139526188,588.0671597041775,0.5255095450285454,52.55095450285454,0.7238397180838914,72.38397180838913,0.4193573140000808,Success
/home/master/MasterThesis/OPM-MEG MPS/data/preprocessed_rest_epochs/002/motor/run02_epochs.npz,002,motor,run02,TT,"(1, 5, 5, 1)",5,5,2942100,8105,0.9972451650181843,362.9981492905614,0.4756619251336121,47.56619251336121,0.773745733,77.3745733,0.4303823520003789,Success
/home/master/MasterThesis/OPM-MEG MPS/data/preprocessed_rest_epochs/002/motor/run02_epochs.npz,002,motor,run02,TT,"(1, 5, 7, 1)",5,7,2942100,11207,0.9961908160837497,262.52342286071206,0.4630871927515773,46.30871927515773,0.7855502519094635,78.55502519094635,0.5509813070002565,Success
/home/master/MasterThesis/OPM-MEG MPS/data/preprocessed_rest_epochs/002/motor/run02_epochs.npz,002,motor,run02,TT,"(1, 7, 5, 1)",7,5,2942100,8545,0.9970956119778389,344.3066120538326,0.45160577473877234,45.16057747387723,0.7960522242225931,79.60522242225932,0.44637009399957606,Success
/home/master/MasterThesis/OPM-MEG MPS/data/preprocessed_rest_epochs/002/motor/run02_epochs.npz,002,motor,run02,TT,"(1, 7, 7, 1)",7,7,2942100,11767,0.9960004758505829,250.02974419988104,0.4161608281539065,41.61608281539065,0.8268101651102547,82.68101651102548,0.5158460450002167,Success
